ISO_ALPHA2,CITY_EN_NAME,CITY_KR_NAME
MH,Rongrik Atoll,Rongrik Atoll
MH,Taka Atoll,Taka Atoll
MH,Bokak Atoll,Bokak Atoll
MH,Ujae Atoll,Ujae Atoll
MH,Ujelang Atoll,Ujelang Atoll
MH,Utrik Atoll,Utrik Atoll
MH,Wotho Atoll,Wotho Atoll
MH,Wotje Atoll,Wotje Atoll
MH,Jabat Island,Jabat Island
MH,Jemo Island,Jemo Island
MH,Kili Island,Kili Island
MH,Lib Island,Lib Island
MH,Mejit Island,Mejit Island
YT,Acoua,Acoua
YT,Bandraboua,Bandraboua
YT,Bandrele,Bandrele
YT,Bouéni,Bouéni
YT,Chiconi,Chiconi
YT,Chirongui,Chirongui
YT,Dembeni,Dembeni
YT,Dzaoudzi,Dzaoudzi
YT,Kani-Kéli,Kani-Kéli
YT,Koungou,Koungou
YT,Mamoudzou,Mamoudzou
YT,Mtsamboro,Mtsamboro
YT,M'Tsangamouji,M'Tsangamouji
YT,Ouangani,Ouangani
YT,Pamandzi,Pamandzi
YT,Sada,Sada
YT,Tsingoni,Tsingoni
FM,State of Yap,야프주
FM,State of Pohnpei,폰페이주
FM,State of Chuuk,추크주
FM,State of Kosrae,State of Kosrae
MO,Nossa Senhora de Fátima,Nossa Senhora de Fátima
MO,Santo António,Santo António
MO,São Lázaro,São Lázaro
MO,Sé,Sé
MO,São Lourenço,São Lourenço
MO,Nossa Senhora do Carmo,Nossa Senhora do Carmo
MO,Cotai,Cotai
MO,São Francisco Xavier,São Francisco Xavier
MW,Southern Region,남부주
MW,Northern Region,북부주
MW,Central Region,중부주
MY,Sarawak,사라왁주
MY,Sabah,사바주
MY,Perak,페락주
MY,Pahang,파항주
MY,Johor,조호르주
MY,Putrajaya,Putrajaya
MY,Melaka,Melaka
MY,Terengganu,트렝가누주
MY,Selangor,슬랑오르주
MY,Perlis,프를리스주
MY,Negeri Sembilan,느그리슴빌란주
MY,Kelantan,클란탄주
MY,Kuala Lumpur,Kuala Lumpur
MY,Pulau Pinang,피낭주
MY,Kedah,크다주
MY,Labuan,Labuan
ML,Mopti Region,몹티주
ML,Kayes Region,케스주
ML,Gao Region,가오주
ML,Kidal Region,키달주
ML,Sikasso Region,시카소주
ML,Taoudénit Region,Taoudénit Region
ML,Koulikoro Region,쿨리코로주
ML,Ségou Region,세구주
ML,Ménaka Region,Ménaka Region
ML,Bamako Region,바마코
ML,Tombouctou Region,Tombouctou Region
IM,Ballaugh,Ballaugh
IM,Braddan,Braddan
IM,German,German
IM,Lonan,Lonan
IM,Santon,Santon
IM,Andreas,Andreas
IM,Arbory,Arbory
IM,Bride,Bride
IM,Castletown,Castletown
IM,Douglas,Douglas
IM,Jurby,Jurby
IM,Laxey,Laxey
IM,Lezayre,Lezayre
IM,Malew,Malew
IM,Marown,Marown
IM,Maughold,Maughold
IM,Michael,Michael
IM,Onchan,Onchan
IM,Patrick,Patrick
IM,Peel,Peel
IM,Port Erin,Port Erin
IM,Port St Mary,Port St Mary
IM,Ramsey,Ramsey
IM,Rushen,Rushen
MX,Estado de Tamaulipas,타마울리파스주
MX,Estado de Oaxaca,오아하카주
MX,Estado de Yucatán,유카탄주
MX,Estado de Veracruz-Llave,베라크루스주
MX,Estado de Durango,두랑고주
MX,Estado de Jalisco,할리스코주
MX,Estado de Sonora,소노라주
MX,Estado de Sinaloa,시날로아주
MX,Estado de Coahuila de Zaragoza,코아우일라주
MX,Estado de Chihuahua,치와와주
MX,Estado de Baja California Sur,바하칼리포르니아수르주
MX,Estado de Baja California,바하 칼리포르니아 주
MX,Estado de Zacatecas,사카테카스주
MX,Estado de Guerrero,게레로주
MX,Estado de Quintana Roo,킨타나로오주
MX,Estado de Puebla,푸에블라주
MX,Estado de Nuevo León,Estado de Nuevo León
MX,Estado de México,멕시코주
MX,Estado de Chiapas,치아파스 주
MX,Estado de Campeche,캄페체주
MX,Estado de Nayarit,나야리트주
MX,Estado de Michoacán de Ocampo,미초아칸주
MX,Estado de Colima,콜리마주
MX,Estado de San Luis Potosí,산루이스포토시주
MX,Estado de Hidalgo,이달고주
MX,Ciudad de México,멕시코시티
MX,Estado de Tlaxcala,틀락스칼라주
MX,Estado de Querétaro,케레타로주
MX,Estado de Morelos,모렐로스주
MX,Estado de Tabasco,타바스코주
MX,Estado de Guanajuato,Estado de Guanajuato
MX,Estado de Aguascalientes,아과스칼리엔테스주
MC,Commune de Monaco,Commune de Monaco
MA,Drâa-Tafilalet,Drâa-Tafilalet
MA,Oriental,오리앙탈 지방
MA,Fès-Meknès,Fès-Meknès
MA,Béni Mellal-Khénifra,Béni Mellal-Khénifra
MA,Marrakesh-Safi,Marrakesh-Safi
MA,Souss-Massa,Souss-Massa
MA,Guelmim-Oued Noun,Guelmim-Oued Noun
MA,Tanger-Tetouan-Al Hoceima,Tanger-Tetouan-Al Hoceima
MA,Rabat-Salé-Kénitra,Rabat-Salé-Kénitra
MA,Casablanca-Settat,Casablanca-Settat
MA,Laâyoune-Sakia El Hamra,Laâyoune-Sakia El Hamra
MA,Dakhla-Oued Ed-Dahab,Dakhla-Oued Ed-Dahab
MU,Cargados Carajos,Cargados Carajos
MU,Rodrigues,로드리게스섬
MU,Savanne District,Savanne District
MU,Rivière du Rempart District,Rivière du Rempart District
MU,Port Louis District,Port Louis District
MU,Plaines Wilhems District,Plaines Wilhems District
MU,Pamplemousses District,Pamplemousses District
MU,Moka District,Moka District
MU,Grand Port District,Grand Port District
MU,Flacq District,Flacq District
MU,Black River District,Black River District
MU,Agalega Islands,Agalega Islands
MR,Wilaya du Trarza,트라르자주
MR,Tiris Zemmour,티리스젬무르주
MR,Tagant,타간트주
MR,Inchiri,인시리주
MR,Hodh el Gharbi,호드엘가르비주
MR,Hodh ech Chargui,호드에슈샤르기주
MR,Guidimaka,기디마카주
MR,Gorgol,고르골주
MR,Dakhlet Nouadhibou,다클레트누아디부주
MR,Brakna,브라크나주
MR,Assaba,아사바주
MR,Adrar,아드라르 주
MR,Nouakchott Ouest,Nouakchott Ouest
MR,Nouakchott Nord,Nouakchott Nord
MR,Nouakchott Sud,Nouakchott Sud
MZ,Província de Zambézia,잠베지아주
MZ,Tete,테트주
MZ,Niassa Province,니아사주
MZ,Nampula,남풀라주
MZ,Sofala Province,소팔라주
MZ,Cabo Delgado Province,카부델가두주
MZ,Manica Province,Manica Province
MZ,Inhambane Province,이냠바느주
MZ,Gaza Province,가자주
MZ,Cidade de Maputo,Cidade de Maputo
MZ,Maputo Province,마푸토 주
ME,Andrijevica,Andrijevica
ME,Danilovgrad,Danilovgrad
ME,Cetinje,Cetinje
ME,Kotor,코토르
ME,Opština Kolašin,Opština Kolašin
ME,Berane,Berane
ME,Herceg Novi,헤르체그노비
ME,Budva,Budva
ME,Bijelo Polje,비옐로폴레
ME,Bar,Bar
ME,Opština Žabljak,Opština Žabljak
ME,Ulcinj,Ulcinj
ME,Tivat,Tivat
ME,Podgorica,Podgorica
ME,Opština Plužine,Opština Plužine
ME,Pljevlja,Pljevlja
ME,Opština Plav,Opština Plav
ME,Opština Nikšić,Opština Nikšić
ME,Mojkovac,모이코바츠
ME,Opština Šavnik,Opština Šavnik
ME,Opština Rožaje,Opština Rožaje
ME,Gusinje,Gusinje
ME,Petnjica,Petnjica
ME,Tuzi,Tuzi
ME,Zeta,Zeta
MS,Parish of Saint Peter,Parish of Saint Peter
MS,Parish of Saint Georges,Parish of Saint Georges
MS,Parish of Saint Anthony,Parish of Saint Anthony
MD,Municipiul Bălţi,Municipiul Bălţi
MD,Municipiul Bender,Municipiul Bender
MD,Hînceşti,흔체슈티구
MD,Şoldăneşti,숄더네슈티구
MD,Raionul Drochia,Raionul Drochia
MD,Donduşeni,돈두셰니구
MD,Cimişlia,치미슐리아구
MD,Briceni,브리체니구
MD,Basarabeasca,바사라베아스카구
MD,Raionul Edineţ,Raionul Edineţ
MD,Raionul Ungheni,운게니 구
MD,Teleneşti,텔레네슈티구
MD,Taraclia,타라클리아구
MD,Raionul Ștefan Vodă,Raionul Ștefan Vodă
MD,Raionul Străşeni,스트러셰니구
MD,Raionul Soroca,소로카구
MD,Rîşcani,르슈카니구
MD,Rezina,레지나구
MD,Orhei,오르헤이 구
MD,Raionul Ocniţa,Raionul Ocniţa
MD,Anenii Noi,아네니노이구
MD,Nisporeni,니스포레니구
MD,Leova,레오바구
MD,Sîngerei,슨제레이구
MD,Criuleni,크리울레니구
MD,Ialoveni,이알로베니구
MD,Municipiul Chişinău,Municipiul Chişinău
MD,Raionul Căuşeni,Raionul Căuşeni
MD,Cantemir,칸테미르구
MD,Raionul Călăraşi,Raionul Călăraşi
MD,Raionul Cahul,카훌구
MD,Glodeni,글로데니구
MD,Floreşti,플로레슈티구
MD,Făleşti,펄레슈티구
MD,Administrative-Territorial Units of the Left Bank of the Dniester,트란스니스트리아 자치 영토 단위
MD,Gagauzia,가가우지아
MD,Raionul Dubăsari,두버사리구
MV,Maale,Maale
MV,Vaavu Atholhu,Vaavu Atholhu
MV,Thaa Atholhu,Thaa Atholhu
MV,Shaviyani Atholhu,Shaviyani Atholhu
MV,Addu Atoll,Addu Atoll
MV,Raa Atholhu,Raa Atholhu
MV,Noonu Atoll,Noonu Atoll
MV,Gnaviyani Atoll,Gnaviyani Atoll
MV,Meemu Atholhu,Meemu Atholhu
MV,Lhaviyani Atholhu,Lhaviyani Atholhu
MV,Laamu Atholhu,Laamu Atholhu
MV,Kaafu Atoll,Kaafu Atoll
MV,Haa Dhaalu Atholhu,Haa Dhaalu Atholhu
MV,Haa Alifu Atholhu,Haa Alifu Atholhu
MV,Gaafu Dhaalu Atholhu,Gaafu Dhaalu Atholhu
MV,Gaafu Alifu Atholhu,Gaafu Alifu Atholhu
MV,Faafu Atholhu,Faafu Atholhu
MV,Dhaalu Atholhu,Dhaalu Atholhu
MV,Baa Atholhu,Baa Atholhu
MV,Alifu Atholhu,Alifu Atholhu
MV,Southern Ari Atoll,Southern Ari Atoll
MT,Attard,Attard
MT,Balzan,발찬
MT,Il-Birgu,Il-Birgu
MT,Birkirkara,Birkirkara
MT,Birżebbuġa,Birżebbuġa
MT,Bormla,Bormla
MT,Dingli,Dingli
MT,Il-Fgura,Il-Fgura
MT,Il-Furjana,Il-Furjana
MT,Il-Fontana,Il-Fontana
MT,Għajnsielem,아인실렘
MT,L-Għarb,L-Għarb
MT,Ħal Għargħur,Ħal Għargħur
MT,L-Għasri,L-Għasri
MT,Ħal Għaxaq,Ħal Għaxaq
MT,Il-Gudja,Il-Gudja
MT,Il-Gżira,Il-Gżira
MT,Il-Ħamrun,Il-Ħamrun
MT,L-Iklin,L-Iklin
MT,L-Imdina,L-Imdina
MT,L-Imġarr,L-Imġarr
MT,L-Imqabba,L-Imqabba
MT,L-Imsida,L-Imsida
MT,L-Imtarfa,L-Imtarfa
MT,L-Isla,L-Isla
MT,Il-Kalkara,Il-Kalkara
MT,Ta’ Kerċem,Ta’ Kerċem
MT,Kirkop,Kirkop
MT,Lija,Lija
MT,Luqa,Luqa
MT,Il-Marsa,Il-Marsa
MT,Marsaskala,Marsaskala
MT,Marsaxlokk,Marsaxlokk
MT,Il-Mellieħa,Il-Mellieħa
MT,Il-Mosta,Il-Mosta
MT,Il-Munxar,Il-Munxar
MT,In-Nadur,In-Nadur
MT,In-Naxxar,In-Naxxar
MT,Paola,Paola
MT,Pembroke,Pembroke
MT,Tal-Pietà,Tal-Pietà
MT,Il-Qala,Il-Qala
MT,Qormi,Qormi
MT,Il-Qrendi,Il-Qrendi
MT,Ir-Rabat,Ir-Rabat
MT,Victoria,Victoria
MT,Safi,Safi
MT,Saint John,Saint John
MT,Saint Julian's,Saint Julian's
MT,Saint Lawrence,Saint Lawrence
MT,Saint Lucia,Saint Lucia
MT,Saint Paul’s Bay,Saint Paul’s Bay
MT,Saint Venera,Saint Venera
MT,Sannat,Sannat
MT,Is-Siġġiewi,Is-Siġġiewi
MT,Tas-Sliema,Tas-Sliema
MT,Is-Swieqi,Is-Swieqi
MT,Tarxien,Tarxien
MT,Ta’ Xbiex,Ta’ Xbiex
MT,Ix-Xagħra,Ix-Xagħra
MT,Ix-Xewkija,Ix-Xewkija
MT,Ix-Xgħajra,Ix-Xgħajra
MT,Ħaż-Żabbar,Ħaż-Żabbar
MT,Ħaż-Żebbuġ,Ħaż-Żebbuġ
MT,Iż-Żebbuġ,Iż-Żebbuġ
MT,Iż-Żejtun,Iż-Żejtun
MT,Iż-Żurrieq,Iż-Żurrieq
MT,Valletta,Valletta
MN,East Gobi Aymag,더르너고비주
MN,Dornod Aymag,더르너드주
MN,Ömnögovi Province,으므느고비 주
MN,Hövsgöl Aymag,Hövsgöl Aymag
MN,Govĭ-Altay Aymag,고비알타이주
MN,Dzavhan Aymag,Dzavhan Aymag
MN,Bayanhongor Aymag,Bayanhongor Aymag
MN,Hentiy Aymag,Hentiy Aymag
MN,Dundgovĭ Aymag,Dundgovĭ Aymag
MN,Bulgan,볼간주
MN,Arhangay Aymag,아르항가이주
MN,Central Aymag,Central Aymag
MN,Sühbaatar Aymag,Sühbaatar Aymag
MN,Selenge Aymag,셀렝게주
MN,South Khangay,South Khangay
MN,Uvs Aymag,오브스주
MN,Hovd,Hovd
MN,Bayan-Ölgiy Aymag,Bayan-Ölgiy Aymag
MN,Ulaanbaatar Hot,Ulaanbaatar Hot
MN,Darhan-Uul Aymag,Darhan-Uul Aymag
MN,Govĭ-Sumber,Govĭ-Sumber
MN,Orhon Aymag,Orhon Aymag
UM,Wake Atoll,웨이크 섬
UM,Baker Island,베이커 섬
UM,Howland Island,Howland Island
UM,Jarvis Island,Jarvis Island
UM,Johnston Atoll,Johnston Atoll
UM,Kingman Reef,Kingman Reef
UM,Midway Atoll,미드웨이
UM,Palmyra Atoll,Palmyra Atoll
UM,Navassa Island,나바사 섬
VI,Saint Croix Island,Saint Croix Island
VI,Saint John Island,Saint John Island
VI,Saint Thomas Island,Saint Thomas Island
MM,Shan State,샨주
MM,Kachin State,카친 주
MM,Sagaing Region,사가잉 구
MM,Mon State,Mon State
MM,Mandalay Region,만달레이 구
MM,Magway Region,Magway Region
MM,Tanintharyi Region,타닌타리 구
MM,Kayin State,카인 주
MM,Ayeyarwady Region,Ayeyarwady Region
MM,Yangon Region,양곤 구
MM,Rakhine State,Rakhine State
MM,Bago Region,바고 구
MM,Chin State,친주
MM,Kayah State,카야 주
MM,Nay Pyi Taw,Nay Pyi Taw
US,Arkansas,아칸소주
US,Georgia,조지아
US,Oregon,오리건주
US,Montana,몬태나주
US,Idaho,아이다호주
US,South Dakota,사우스다코타주
US,Utah,유타주
US,Arizona,애리조나주
US,North Dakota,노스다코타주
US,Washington,워싱턴주
US,Wyoming,와이오밍주
US,Alaska,알래스카주
US,Oklahoma,오클라호마주
US,North Carolina,노스캐롤라이나주
US,Louisiana,루이지애나주
US,Kansas,캔자스주
US,Missouri,미주리주
US,New Mexico,뉴멕시코주
US,Nevada,네바다주
US,Colorado,콜로라도주
US,Nebraska,네브래스카주
US,Maine,메인주
US,West Virginia,웨스트버지니아주
US,Illinois,일리노이주
US,Iowa,아이오와주
US,New York,뉴욕주
US,Alabama,앨라배마주
US,Virginia,버지니아주
US,Tennessee,테네시주
US,South Carolina,사우스캐롤라이나주
US,Maryland,메릴랜드주
US,Vermont,버몬트주
US,Indiana,인디애나 주
US,Massachusetts,매사추세츠주
US,Pennsylvania,펜실베이니아주
US,District of Columbia,컬럼비아 특별구
US,Delaware,델라웨어주
US,Rhode Island,로드아일랜드주
US,New Jersey,뉴저지주
US,Connecticut,코네티컷주
US,Florida,플로리다주
US,Mississippi,미시시피주
US,Hawaii,하와이주
US,Texas,텍사스주
US,California,캘리포니아주
US,Wisconsin,위스콘신주
US,Ohio,오하이오주
US,New Hampshire,뉴햄프셔주
US,Minnesota,미네소타주
US,Michigan,미시간주
US,Kentucky,켄터키주
UM,Wake Atoll,웨이크 섬
UM,Baker Island,베이커 섬
UM,Howland Island,Howland Island
UM,Jarvis Island,Jarvis Island
UM,Johnston Atoll,Johnston Atoll
UM,Kingman Reef,Kingman Reef
UM,Midway Atoll,미드웨이
UM,Palmyra Atoll,Palmyra Atoll
UM,Navassa Island,나바사 섬
VU,Tafea Province,타페아주
VU,Sanma Province,산마주
VU,Torba Province,토르바주
VU,Malampa Province,말람파주
VU,Penama Province,페나마주
VU,Shefa Province,Shefa Province
BH,Muharraq Governorate,무하라크주
BH,Capital Governorate,수도주
BH,Southern Governorate,남부주
BH,Northern Governorate,북부주
BB,Saint Thomas,세인트토머스구
BB,Saint Philip,세인트필립구
BB,Saint Peter,세인트피터구
BB,Saint Michael,세인트마이클구
BB,Saint Lucy,세인트루시구
BB,Saint Joseph,세인트조지프구
BB,Saint John,세인트존구
BB,Saint James,세인트제임스구
BB,Saint George,세인트조지구
BB,Saint Andrew,세인트앤드루구
BB,Christ Church,크라이스트처치구
BS,Bimini District,비미니
BS,San Salvador District,San Salvador District
BS,Ragged Island District,래기드섬
BS,Berry Islands District,베리 제도
BS,New Providence District,New Providence District
BS,Mayaguana District,Mayaguana District
BS,Long Island,Long Island
BS,Inagua,이나과섬
BS,Harbour Island District,하버섬
BS,City of Freeport District,프리포트
BS,Exuma District,엑수마
BS,Cat Island,캣섬
BS,Acklins Island District,Acklins Island District
BS,Black Point District,블랙포인트
BS,Central Abaco District,센트럴아바코
BS,Central Andros District,센트럴안드로스
BS,Central Eleuthera District,센트럴일루서라
BS,Crooked Island and Long Cay District,Crooked Island and Long Cay District
BS,East Grand Bahama District,이스트그랜드바하마
BS,Grand Cay District,그랜드케이
BS,Hope Town District,호프타운
BS,Mangrove Cay,맹그로브케이
BS,Moore’s Island District,Moore’s Island District
BS,North Abaco District,노스아바코
BS,North Andros District,노스안드로스
BS,North Eleuthera District,노스일루서라
BS,Rum Cay,Rum Cay
BS,South Abaco District,사우스아바코
BS,South Andros,사우스안드로스
BS,South Eleuthera,사우스일루서라
BS,Spanish Wells District,스패니시웰스
BS,West Grand Bahama District,웨스트그랜드바하마
BD,Dhaka Division,다카주
BD,Chittagong,치타공 구
BD,Khulna Division,쿨나주
BD,Rājshāhi Division,라지샤히주
BD,Barisal Division,바리살주
BD,Sylhet Division,실렛주
BD,Rangpur Division,랑푸르주
BD,Mymensingh Division,Mymensingh Division
BM,Warwick Parish,Warwick Parish
BM,Southampton Parish,Southampton Parish
BM,Smith’s Parish,Smith’s Parish
BM,Sandys Parish,Sandys Parish
BM,Saint George’s Parish,Saint George’s Parish
BM,Saint George,Saint George
BM,Pembroke Parish,Pembroke Parish
BM,Paget Parish,Paget Parish
BM,Hamilton,Hamilton
BM,Hamilton City,Hamilton City
BM,Devonshire Parish,Devonshire Parish
BJ,Alibori,알리보리주
BJ,Borgou Department,보르구주
BJ,Collines Department,콜린주
BJ,Kouffo Department,쿠포주
BJ,Donga,동가주
BJ,Littoral,리토랄주
BJ,Plateau Department,플라토주
BJ,Atlantique Department,아틀랑티크주
BJ,Atakora Department,아타코라주
BJ,Zou Department,주주
BJ,Département de l’Ouémé,우에메주
BJ,Mono,모노주
VE,Dependencias Federales,Dependencias Federales
VE,Estado Amazonas,Estado Amazonas
VE,Estado Monagas,Estado Monagas
VE,Estado Guárico,Estado Guárico
VE,Estado Falcón,Estado Falcón
VE,Delta Amacuro,델타아마쿠로 주
VE,Estado Barinas,Estado Barinas
VE,Estado Apure,Estado Apure
VE,Estado Anzoátegui,Estado Anzoátegui
VE,Estado Zulia,Estado Zulia
VE,Miranda,Miranda
VE,Estado Mérida,Estado Mérida
VE,Estado Lara,Estado Lara
VE,Distrito Capital,수도 지구
VE,Estado Cojedes,Estado Cojedes
VE,Estado Yaracuy,Estado Yaracuy
VE,Estado Trujillo,Estado Trujillo
VE,Estado Táchira,Estado Táchira
VE,Estado Sucre,Estado Sucre
VE,Estado Portuguesa,Estado Portuguesa
VE,Estado Nueva Esparta,Estado Nueva Esparta
VE,Estado Carabobo,Estado Carabobo
VE,Estado Aragua,Estado Aragua
VE,Estado La Guaira,Estado La Guaira
VE,Estado Bolívar,Estado Bolívar
VN,Long An,롱안성
VN,Tỉnh Lạng Sơn,랑선성
VN,Kon Tum,꼰뚬성
VN,Ho Chi Minh City,호치민
VN,Tỉnh Hà Giang,하장성
VN,Thành Phố Cần Thơ,껀터
VN,Tỉnh Đồng Nai,동나이성
VN,Tỉnh Ninh Thuận,닌투언성
VN,Tỉnh Yên Bái,Tỉnh Yên Bái
VN,Tỉnh Hải Dương,Tỉnh Hải Dương
VN,Tỉnh Vĩnh Phúc,빈푹성
VN,Hậu Giang Province,Hậu Giang Province
VN,Tỉnh Cao Bằng,까오방성
VN,Tỉnh Bình Định,빈딘성
VN,Tỉnh Bến Tre,벤째성
VN,Tỉnh Hòa Bình,Tỉnh Hòa Bình
VN,Tỉnh Lâm Đồng,럼동성
VN,Tỉnh Lai Châu,라이쩌우성
VN,Tỉnh Tiền Giang,띠엔장성
VN,Thừa Thiên Huế,Thừa Thiên Huế
VN,Tỉnh Thanh Hóa,타인호아성
VN,Tỉnh Thái Bình,타이빈성
VN,Tỉnh Tây Ninh,떠이닌성
VN,Tỉnh Sơn La,선라성
VN,Tỉnh Quảng Trị,꽝찌성
VN,Tỉnh Quảng Ninh,꽝닌성
VN,Tỉnh Quảng Ngãi,꽝응아이성
VN,Tỉnh Quảng Bình,꽝빈성
VN,Tỉnh Phú Yên,푸옌성
VN,Tỉnh Kiến Giang,Tỉnh Kiến Giang
VN,Tỉnh Khánh Hòa,카인호아성
VN,Tỉnh Hà Tĩnh,하띤성
VN,Gia Lai,잘라이성
VN,Hanoi,Hanoi
VN,Thành Phố Hải Phòng,하이퐁
VN,Tỉnh Bình Thuận,빈투언성
VN,Tỉnh Đồng Tháp,동탑성
VN,Đắk Lắk Province,닥락성
VN,Tỉnh Bà Rịa-Vũng Tàu,바리어붕따우성
VN,Tỉnh Nghệ An,Tỉnh Nghệ An
VN,Tỉnh Ninh Bình,Tỉnh Ninh Bình
VN,Tỉnh Sóc Trăng,속짱성
VN,Tỉnh Trà Vinh,Tỉnh Trà Vinh
VN,Tỉnh Tuyên Quang,뚜옌꽝성
VN,Tỉnh Vĩnh Long,빈롱성
VN,Tỉnh Lào Cai,라오까이성
VN,An Giang,안장성
VN,Ðắk Nông,Ðắk Nông
VN,Tỉnh Ðiện Biên,Tỉnh Ðiện Biên
VN,Tỉnh Bắc Ninh,박닌성
VN,Tỉnh Bắc Giang,박장성
VN,Thành Phố Đà Nẵng,다낭
VN,Tỉnh Bình Dương,빈즈엉성
VN,Tỉnh Bình Phước,빈프억성
VN,Tỉnh Thái Nguyên,타이응우옌성
VN,Tỉnh Quảng Nam,꽝남성
VN,Tỉnh Phú Thọ,푸토성
VN,Tỉnh Nam Định,남딘성
VN,Tỉnh Hà Nam,Tỉnh Hà Nam
VN,Tỉnh Bắc Kạn,Tỉnh Bắc Kạn
VN,Tỉnh Bạc Liêu,박리에우성
VN,Tỉnh Cà Mau,까마우성
VN,Tỉnh Hưng Yên,흥옌성
BE,Wallonia,왈롱
BE,Flanders,플라망 지역
BE,Bruxelles-Capitale,브뤼셀
BY,Minsk Oblast,민스크주
BY,Horad Minsk,민스크
BY,Mogilyov Oblast,Mogilyov Oblast
BY,Grodno Oblast,Grodno Oblast
BY,Homyel’ Voblasc’,Homyel’ Voblasc’
BY,Brest Oblast,Brest Oblast
BY,Vitebsk Oblast,비쳅스크주
BZ,Belize District,벨리즈구
BZ,Toledo District,털리도구
BZ,Stann Creek District,스탠크리크구
BZ,Orange Walk District,오렌지워크구
BZ,Corozal District,코로살구
BZ,Cayo District,카요구
BQ,Bonaire,Bonaire
BQ,Saba,Saba
BQ,Sint Eustatius,신트외스타티위스 섬
BA,Federation of Bosnia and Herzegovina,Federation of Bosnia and Herzegovina
BA,Republika Srpska,Republika Srpska
BA,Brčko District,브르치코 행정구
BW,Kgalagadi District,크갈라가디구
BW,Central District,중부구
BW,Southern District,남부구
BW,North West District,북서부구
BW,Kweneng District,퀘넹구
BW,Ghanzi District,간지구
BW,South East District,South East District
BW,North East District,North East District
BW,Kgatleng District,크가틀렝구
BW,Chobe District,Chobe District
BW,City of Francistown,City of Francistown
BW,Gaborone,Gaborone
BW,Jwaneng,Jwaneng
BW,Lobatse,Lobatse
BW,Selibe Phikwe,Selibe Phikwe
BW,Sowa Town,Sowa Town
BO,Departamento de La Paz,라파스주
BO,El Beni,베니주
BO,Departamento de Santa Cruz,산타크루스주
BO,Departamento de Potosí,포토시주
BO,Departamento de Cochabamba,Departamento de Cochabamba
BO,Departamento de Chuquisaca,추키사카주
BO,Departamento de Oruro,오루로주
BO,Departamento de Tarija,타리하주
BO,Departamento de Pando,Departamento de Pando
BI,Gitega Province,기테가주
BI,Ruyigi Province,루이기주
BI,Cankuzo Province,캉쿠조주
BI,Karuzi Province,카루지주
BI,Bubanza Province,부반자주
BI,Cibitoke Province,치비토케주
BI,Ngozi Province,응고지주
BI,Kayanza Province,카얀자주
BI,Muyinga Province,무잉가주
BI,Kirundo Province,키룬도주
BI,Makamba Province,마캄바주
BI,Bururi Province,부루리주
BI,Muramvya Province,무람비야주
BI,Rutana Province,루타나주
BI,Province de Mwaro,음와로주
BI,Bujumbura Mairie Province,부줌부라 도시주
BI,Bujumbura Rural Province,부줌부라 교외주
BI,Rumonge Province,루몽게주
BF,Boucle du Mouhoun Region,부클뒤무운주
BF,Est,동부주
BF,High-Basins Region,오트바생주
BF,Sahel,사엘주
BF,Cascades Region,카스카드주
BF,Centre,중부주
BF,Centre-Est,중동부주
BF,Centre-Nord,중북부주
BF,Centre-Ouest,중서부주
BF,Centre-Sud,중남부주
BF,Nord,북부주
BF,Plateau-Central,플라토상트랄주
BF,Southwest Region,남서부주
BT,Bumthang Dzongkhag,Bumthang Dzongkhag
BT,Chhukha Dzongkhag,Chhukha Dzongkhag
BT,Dagana Dzongkhag,Dagana Dzongkhag
BT,Tsirang Dzongkhag,Tsirang Dzongkhag
BT,Sarpang Dzongkhag,Sarpang Dzongkhag
BT,Haa Dzongkhag,Haa Dzongkhag
BT,Lhuentse Dzongkhag,Lhuentse Dzongkhag
BT,Mongar Dzongkhag,Mongar Dzongkhag
BT,Paro Dzongkhag,Paro Dzongkhag
BT,Pemagatshel Dzongkhag,Pemagatshel Dzongkhag
BT,Punakha Dzongkhag,Punakha Dzongkhag
BT,Samtse Dzongkhag,Samtse Dzongkhag
BT,Samdrup Jongkhar Dzongkhag,Samdrup Jongkhar Dzongkhag
BT,Zhemgang Dzongkhag,Zhemgang Dzongkhag
BT,Trashigang Dzongkhag,Trashigang Dzongkhag
BT,Thimphu Dzongkhag,Thimphu Dzongkhag
BT,Trongsa Dzongkhag,Trongsa Dzongkhag
BT,Wangdue Phodrang Dzongkhag,Wangdue Phodrang Dzongkhag
BT,Gasa,Gasa
BT,Trashi Yangste,Trashi Yangste
MP,Northern Islands Municipality,Northern Islands Municipality
MP,Rota Municipality,Rota Municipality
MP,Saipan Municipality,사이판
MP,Tinian Municipality,Tinian Municipality
MK,Novaci,Novaci
MK,Berovo,Berovo
MK,Bitola,Bitola
MK,Mogila,Mogila
MK,Opština Aračinovo,Opština Aračinovo
MK,Bogovinje,Bogovinje
MK,Brvenica,브르베니차 시
MK,Opština Čaška,차슈카시
MK,Opština Centar Župa,Opština Centar Župa
MK,Opština Čučer-Sandevo,Opština Čučer-Sandevo
MK,Debar,Debar
MK,Opština Delčevo,Opština Delčevo
MK,Demir Hisar,Demir Hisar
MK,Dolneni,돌네니시
MK,Gevgelija,Gevgelija
MK,Gostivar,고스티바르
MK,Ilinden,일린덴시
MK,Jegunovce,예구노브체 시
MK,Kavadarci,Kavadarci
MK,Opština Kičevo,Opština Kičevo
